"PEP","ADP","Pyr","ATP","F16BP","V(umol/min/mg)"
2.5,0,0,0,0,0.
2.5,0.1,0,0,0,0.1456040735905933
2.5,0.25,0,0,0,0.3390885269917623
2.5,0.5,0,0,0,0.6619726428832301
2.5,1,0,0,0,1.2458517611963418
2.5,2.5,0,0,0,1.8644684233844273
2.5,5,0,0,0,1.854745193621993
2.5,10,0,0,0,1.743542738293206
