"PEP","ADP","Pyr","ATP","F16BP","V(umol/min/mg)"
2.5,0,0,0,1,0.
2.5,0.1,0,0,1,0.16277031018121196
2.5,0.25,0,0,1,0.3460701018650092
2.5,0.5,0,0,1,0.7523308438013805
2.5,1,0,0,1,1.4923427975582755
2.5,2.5,0,0,1,2.1009336677449073
2.5,5,0,0,1,2.361113884835714
2.5,10,0,0,1,1.7658734053573704
