"PEP","ADP","Pyr","ATP","F16BP","V(umol/min/mg)"
0.5,0,0,0,1,0.
0.5,0.1,0,0,1,0.22517420247641282
0.5,0.25,0,0,1,0.34669721633334266
0.5,0.5,0,0,1,0.6740892448708159
0.5,1,0,0,1,0.8973771890259973
0.5,2.5,0,0,1,1.0189717981390607
0.5,5,0,0,1,1.3247734702357283
0.5,10,0,0,1,1.1863960948047279
