"PEP","ADP","Pyr","ATP","F16BP","V(umol/min/mg)"
0,0.5,0,0,1,0.
0.1,0.5,0,0,1,0.30367865636597546
0.2,0.5,0,0,1,0.5173632003467978
0.4,0.5,0,0,1,0.543677200142165
0.5,0.5,0,0,1,0.5499758432830218
0.75,0.5,0,0,1,0.5300814061407192
1,0.5,0,0,1,0.5130688585359786
2,0.5,0,0,1,0.5671251892242828
