"PEP","ADP","Pyr","ATP","F16BP","V(umol/min/mg)"
2.5,5,0,0,0,2.2509211158069484
2.5,5,0.1,0,0,2.2015653704105196
2.5,5,0.25,0,0,2.03530131899929
2.5,5,0.5,0,0,1.9652560439669806
2.5,5,1,0,0,1.703271759059659
2.5,5,2.5,0,0,1.440447188164424
2.5,5,5,0,0,0.93886399788859
2.5,5,10,0,0,0.35854319618852826
